ID,Official Name,Common Name,Status,Type,Class,Address,Area (m²),Longitude,Latitude,Multipolygon
,,Meltwater Park 2,Under Assembly,Park,Natural Area Park,1904 - 34 Street SW and 1750 34 Street SW,324717,-113.39976355994477,53.41576619180272,"MULTIPOLYGON (((-113.40584760915436 53.41758164595473, -113.40584392471881 53.41397120188023, -113.39837254099619 53.413958779625645, -113.39367951073517 53.41395073765071, -113.39368238183545 53.415753699305995, -113.39368521951496 53.41755665845216, -113.39953476475634 53.417568841732354, -113.39976639012657 53.41756931859396, -113.40584760915436 53.41758164595473)))"
243,Blue Quill Park,,Active,Park,School and Community Park,11304 25 Avenue NW,143723,-113.52551012690853,53.45897972537017,"MULTIPOLYGON (((-113.52113115896846 53.458624308399784, -113.5211320989261 53.45892790851174, -113.52113585638314 53.460036802686325, -113.52268223351376 53.460035211590295, -113.52268524872356 53.46109023245562, -113.52313793718683 53.4610900099481, -113.52463570754023 53.46108926167083, -113.52463227857673 53.45929681895394, -113.52576201779158 53.459295930863746, -113.52643219172464 53.459295391600556, -113.52807201870061 53.45929403823118, -113.52807284914344 53.45965257889806, -113.52876111925559 53.45965137824473, -113.52971730858182 53.459746798530475, -113.52986354879782 53.459218638569745, -113.52987744090362 53.459158730618185, -113.52988603840949 53.45909847024537, -113.5298890948486 53.45901287236036, -113.52988147348671 53.45892737624098, -113.52986321733623 53.45884245562307, -113.52983442666013 53.45875858087057, -113.52979526201108 53.458676216291664, -113.52974594123845 53.458595818330025, -113.52968673499993 53.458517832851626, -113.5296179743178 53.458442692478954, -113.52954003857275 53.45837081294972, -113.5294533600297 53.45830259223647, -113.52935841934014 53.45823840873219, -113.52750492717077 53.45707567265558, -113.52717880927244 53.456871078621056, -113.52704910968943 53.45686921828473, -113.526692460571 53.45707245703742, -113.52662379949666 53.45711155865602, -113.52646051314109 53.457199614608626, -113.52628942293008 53.457282225256506, -113.52611103753775 53.45735914187082, -113.52592588949041 53.457430138284224, -113.5257654794066 53.45748506835031, -113.52557825765042 53.4575420933486, -113.52538631331316 53.457593218772665, -113.52519016742704 53.457638307385274, -113.52499035142114 53.45767723547264, -113.52478740856586 53.457709898242044, -113.52458188948519 53.45773620710852, -113.52437435366124 53.45775608970091, -113.52416536339078 53.45776949163526, -113.52395548828038 53.457776378330045, -113.52358103946797 53.45778271820265, -113.5224688380277 53.45780150843482, -113.52234415890416 53.457806995742175, -113.52222082703155 53.45781921172863, -113.52209986128032 53.457838056234465, -113.52198226006347 53.45786337420668, -113.52186899230537 53.45789495566257, -113.52176099287658 53.457932540164066, -113.5216591520362 53.45797581857205, -113.52156431091652 53.45802443302787, -113.5214772509242 53.45807798230164, -113.52139869067918 53.458136026272506, -113.52132927850676 53.458198084100594, -113.52126958628374 53.458263645883626, -113.52122010797213 53.45833216905589, -113.5211812504733 53.45840308823574, -113.52115333507128 53.458475820622546, -113.52113659143872 53.458549763276466, -113.52113115896846 53.458624308399784)))"
1445,Callingwood Park,,Active,Park,District Activity Park,17740 69 Avenue NW,386871,-113.62526651045448,53.5062827211143,"MULTIPOLYGON (((-113.63031959536407 53.507635123827946, -113.63042376159936 53.507226869616325, -113.63049979716638 53.5069120233814, -113.6305677127207 53.50659651847643, -113.6306274927264 53.506280428552266, -113.63067912314081 53.50596382905997, -113.63069591177967 53.50584832789049, -113.63073367750724 53.50555472657818, -113.63076443928874 53.50526083582453, -113.63078818923287 53.50496671312087, -113.63080492393941 53.504672419565594, -113.63081599848266 53.50430267894088, -113.63081600105517 53.50393287893946, -113.63080493091546 53.50356313817411, -113.63079747140142 53.50352100662836, -113.63077920221494 53.50348006469402, -113.63075055798971 53.50344129318525, -113.63071222552237 53.503405619776665, -113.63066512284874 53.50337389827173, -113.6306103783211 53.503346887871395, -113.63054929911276 53.503325235105706, -113.63048335025107 53.50330945849412, -113.63041410800547 53.50329993582184, -113.63034323134761 53.50329689326934, -113.63027241522401 53.50330040616683, -113.62976539679472 53.503352961612975, -113.62926004788922 53.503410956632514, -113.62875653279275 53.50347437019043, -113.62825501577035 53.50354318395012, -113.62775565962255 53.50361737508011, -113.62725862717737 53.50369691805574, -113.62676407673742 53.50378178823941, -113.62627217266206 53.50387195831907, -113.62620324138636 53.503884999886246, -113.62520311043173 53.504074208954535, -113.62500920045211 53.50411089825106, -113.62478363006409 53.504153568708624, -113.62432850799765 53.50423694856528, -113.62387086355116 53.50431526950707, -113.62341085388888 53.50438850234626, -113.62294863914569 53.504456623298296, -113.62248437946015 53.50451960858103, -113.62195310529629 53.504585089444795, -113.62141962096219 53.50464384389626, -113.6208841695921 53.50469584751583, -113.6203469882956 53.50474107586905, -113.61980832018298 53.504779508139094, -113.6197170198538 53.5048400980657, -113.61971875847841 53.50592946676145, -113.61971922981108 53.50622474000429, -113.61972086621304 53.50726439026166, -113.6197212859263 53.50752029551526, -113.61972548704695 53.50760617839836, -113.61973794971072 53.50769177574342, -113.61975863579423 53.50777680526549, -113.61978747549422 53.507860987273034, -113.61982437487961 53.50794404289475, -113.61987859514973 53.5080410001369, -113.61994379323733 53.50813552379203, -113.62001966562462 53.50822717435974, -113.62010585744514 53.50831552205898, -113.62020196692421 53.50840015582862, -113.62030754540214 53.508480680632225, -113.62042210031596 53.5085567210626, -113.62042456043142 53.508556719887444, -113.62054295209755 53.50862567702115, -113.62066807453502 53.5086902729113, -113.62079947607566 53.508750275163585, -113.6209366837941 53.50880546749212, -113.62107920049328 53.50885564971016, -113.62122651521652 53.50890064225692, -113.62137809424392 53.508940281676175, -113.62153339159666 53.508974426041604, -113.62169184907792 53.509002950464094, -113.6218528916876 53.50902575426627, -113.62201423761672 53.509042610964705, -113.62217697787538 53.509053724394455, -113.6223405369102 53.50905905499051, -113.62250434048981 53.509058583863045, -113.6226678066617 53.509052312768766, -113.62283035931985 53.50904026415387, -113.62299142369976 53.509022479342505, -113.62315043236929 53.50899902304862, -113.62363503458323 53.508918341032164, -113.62415947448778 53.50883104188675, -113.62463964951745 53.50875110479612, -113.62480585635176 53.508726721775865, -113.62497428148887 53.50870853505246, -113.6251442761761 53.50869661626774, -113.62531518286549 53.508691009182776, -113.6254863441854 53.50869173779373, -113.62565710000356 53.50869879733657, -113.62582679187636 53.508712162388456, -113.6259947646182 53.50873177968382, -113.6261603707667 53.508757574418375, -113.6262139009633 53.50876733347056, -113.62756495650889 53.50902259054215, -113.62789815240687 53.509085540820145, -113.6280913526369 53.5091194926926, -113.62828670007552 53.50914875753204, -113.62848387401908 53.509173284908435, -113.6286825521436 53.50919303696913, -113.6288824075691 53.50920797944379, -113.6298517425617 53.50926854895928, -113.62995338066762 53.509219880827885, -113.63003409489419 53.50882575416397, -113.63012181244875 53.50843215859642, -113.63021651917501 53.50803913989511, -113.63031959536407 53.507635123827946)))"
2969,Big Bear Park,,Active,Park,Natural Area Park,1312 109 Street NW,34764,-113.50800419297036,53.44276735078404,"MULTIPOLYGON (((-113.50993175224434 53.444808293490865, -113.5099629558271 53.44474799858894, -113.50935653874 53.4443491851955, -113.50910415435429 53.44428371588452, -113.50883060285764 53.444019071648576, -113.50861120179428 53.44373446750327, -113.5088090679923 53.44355591123674, -113.50874994522322 53.44345949829594, -113.50827221560036 53.4435283662834, -113.50783159712806 53.443026489330265, -113.50778427754362 53.442834473168425, -113.50766556658098 53.44235273571471, -113.50753782459654 53.442133415117176, -113.50751342034363 53.44174383911355, -113.5083953575348 53.44136047995974, -113.50840754459153 53.44131400067501, -113.50768099189392 53.44115159603663, -113.50765988664445 53.441091459044166, -113.50756465532524 53.44082008886996, -113.50753179933812 53.440726488374736, -113.50657807991183 53.44072640807721, -113.5065956369676 53.44081609058938, -113.50660859011333 53.44088226785335, -113.50662615067837 53.44099816120629, -113.50663310976643 53.44111445289137, -113.50662945020812 53.44123079866969, -113.50661517893428 53.441346852601946, -113.50655300883162 53.44171469588999, -113.50653267341424 53.441800734347204, -113.50650097995725 53.44188553880967, -113.50645812721011 53.441968577210375, -113.50640438456962 53.44204932585884, -113.5063400919881 53.44212727752877, -113.5062745544643 53.442193675905536, -113.50620135959988 53.442257158936954, -113.5060454301136 53.442382688971655, -113.50605931974779 53.44246307816609, -113.50615883382642 53.44251971237389, -113.50625436958425 53.442578738346064, -113.50633426248571 53.442630166504685, -113.50699767212295 53.443057172214864, -113.50712277560592 53.44314176829368, -113.5072407809223 53.44322992493177, -113.50735140151141 53.443321431590896, -113.50745017363943 53.443411953836936, -113.50746370273306 53.44340183818455, -113.5077922520019 53.443832828488866, -113.5078524694156 53.4439393513422, -113.50790389785917 53.444047503095234, -113.50794641381493 53.44415702624654, -113.50797991488405 53.444267658886886, -113.50808174035798 53.444658084513655, -113.50818757765485 53.444710829562034, -113.50866886848974 53.4447037833172, -113.5088822712862 53.444704099141646, -113.50909533126476 53.44471130375914, -113.50930742863791 53.444725376653395, -113.50951794084389 53.44474627663286, -113.50972625156555 53.444773942766425, -113.50993175224434 53.444808293490865)))"
3347,,Albany Park 3,Partially Developed,Park,Pocket Park,,77,-113.55371610125954,53.62892229355566,"MULTIPOLYGON (((-113.55383040612666 53.62887672972852, -113.55360184850066 53.62887656775285, -113.5536017963924 53.628968019358474, -113.55383040612666 53.62887672972852)))"
3151,Pilot Sounds District Park,,Active,Park,District Activity Park,180 McConachie Drive NW,165252,-113.42082366977641,53.63361374983748,"MULTIPOLYGON (((-113.42163856705051 53.63492282944596, -113.42201153854536 53.634923216382944, -113.42201203120719 53.63475863649389, -113.42229730563837 53.63458843658467, -113.42275143731449 53.63458891272195, -113.42302506907218 53.634732405050755, -113.42302410547276 53.635240504851765, -113.42342512456028 53.63524090753384, -113.42342394766403 53.63582853600364, -113.42426626321141 53.635829369283385, -113.42426682057169 53.635612089209474, -113.42442734425684 53.635612247356256, -113.42442756254893 53.63555399997768, -113.42442818065295 53.63538429156547, -113.42442818353365 53.63538363560829, -113.42442818446975 53.635383122517645, -113.4244281889865 53.63538212420537, -113.42442819357849 53.635380787124866, -113.42442821125971 53.635375822497636, -113.42442822723434 53.63537142756854, -113.4244282438007 53.63536687808474, -113.42442826497413 53.635361212573756, -113.4244282787454 53.635357312757414, -113.4244282945102 53.6353532664804, -113.42442847158972 53.63530448914602, -113.4244286557431 53.635254192328816, -113.42442873338274 53.63523282601791, -113.42442878016381 53.63521983621898, -113.4244288025354 53.635211194581956, -113.42442881544373 53.63520635843008, -113.42442889453334 53.63517633240954, -113.42442933820708 53.635022214591864, -113.42442975398185 53.6348810318467, -113.42443092022853 53.63448620934529, -113.42443138629154 53.63432566759333, -113.42443420972343 53.63336741508351, -113.42528989759717 53.632942018606265, -113.42497825440545 53.63272100711318, -113.42464940549065 53.6324878566059, -113.42448161909171 53.63237412955213, -113.42430557667599 53.632264902236976, -113.42412161554098 53.63216038561854, -113.42393009425838 53.63206078177186, -113.42373138509114 53.63196628565005, -113.42352587106797 53.63187707788171, -113.42334948193934 53.6318075804717, -113.42316776207922 53.63174311797802, -113.42298111764921 53.63168383610892, -113.42278996559286 53.63162986535059, -113.42259473352577 53.63158132905404, -113.42239585835958 53.63153833354428, -113.4221937846804 53.631500976199966, -113.421988966335 53.63146934006974, -113.42185431745915 53.63145184665534, -113.4216360510665 53.631428908031815, -113.42141613946156 53.631412422827204, -113.42119512624316 53.631402431401874, -113.42097355068151 53.63139895882318, -113.4201146132482 53.63139813039157, -113.42010939258613 53.633091261940294, -113.41833549810569 53.63309024183076, -113.41833245497675 53.63491935832565, -113.42163856705051 53.63492282944596)), ((-113.41794362263576 53.63140287741156, -113.41774316976577 53.631413934729196, -113.41754375735218 53.63143033889948, -113.41734578789232 53.631452058638864, -113.41714966257229 53.631479048282635, -113.41714736773558 53.63205341578932, -113.41636076821726 53.63205228002544, -113.41635845000226 53.6335367980203, -113.41635744195564 53.63402424910599, -113.41802986971159 53.63402659790278, -113.41803406277725 53.631453569043806, -113.41798869415199 53.63142814029298, -113.41794362263576 53.63140287741156)))"
3873,,Tamarack Park 3,Partially Developed,Park,Natural Area Park,2947 11 Street NW,27335,-113.35966769246005,53.45945786956476,"MULTIPOLYGON (((-113.35933018230439 53.46002757480689, -113.3593998442089 53.45985832212715, -113.35946244501022 53.45968808889818, -113.35951794704559 53.459516981864724, -113.3595489387368 53.45941462983272, -113.35955324042781 53.45940042683811, -113.35974108677019 53.458780053132124, -113.3596523983919 53.45860831526313, -113.35954188439992 53.458456507648975, -113.3594694773471 53.458292824965945, -113.35943078617176 53.45822522373197, -113.35940853611267 53.45811025180755, -113.35937549893458 53.45806625526637, -113.35932008486931 53.4579924564091, -113.3592954274183 53.457959618911, -113.35901532754693 53.457663739416084, -113.35842910581944 53.4576643987585, -113.35841561965101 53.45766441350913, -113.35783976438269 53.45766505822749, -113.3579267616459 53.457883809606074, -113.358305410899 53.4582838372595, -113.35832293931433 53.45837444311234, -113.3583879044405 53.458487966898275, -113.3584719425424 53.45867798115239, -113.35859168592528 53.45884248738063, -113.35868883806724 53.45903063803381, -113.35880037955582 53.459161913081594, -113.35905191248958 53.45956377844573, -113.35916130126475 53.45976488682226, -113.35933018230439 53.46002757480689)), ((-113.35967130818673 53.4605188384592, -113.35987102833943 53.46080946003977, -113.36012757911993 53.46123071781203, -113.36015088448308 53.461251999713426, -113.36028528595877 53.4612516688636, -113.36030530878588 53.46125161880204, -113.36080907150408 53.46125037695794, -113.36082980505918 53.461250326117394, -113.36127752587454 53.46124922013017, -113.36136092391041 53.46124901350848, -113.36149562053743 53.46124867928027, -113.36140855125306 53.46116912557178, -113.36135752803 53.46112251465467, -113.36120547677645 53.460983593920595, -113.36114438031511 53.46092777032558, -113.36111536919677 53.4608801204673, -113.36106188273061 53.460792223548225, -113.36100837981436 53.460704333704406, -113.36095487860993 53.46061644474256, -113.36092426936825 53.460566151534316, -113.3608988222297 53.46052916842597, -113.36083566017061 53.46043740500524, -113.360772498504 53.46034563346359, -113.36071298975294 53.460259190476094, -113.36069030133142 53.460226225431434, -113.3606598297944 53.46017121513384, -113.36060760200176 53.460076931950496, -113.3606058722156 53.46007380628072, -113.3605785824936 53.46002580964056, -113.36052502421603 53.4599316127544, -113.36048073133007 53.45985371337809, -113.36045344382286 53.459828432929044, -113.36034903868789 53.45973171274849, -113.3603479734945 53.45973005358563, -113.36027920673084 53.459622952758025, -113.36022927785157 53.45954521541224, -113.3602155766404 53.45951993216815, -113.36015837735017 53.45941432919778, -113.36013063398615 53.459363117452455, -113.36006612649274 53.45957615107204, -113.36000299340425 53.45976973689294, -113.35993118501233 53.4599622418922, -113.35992510119326 53.45997750830428, -113.35984822057492 53.46015921881489, -113.35976360327041 53.46033970163928, -113.35967130818673 53.4605188384592)))"
948,Zoie Gardener Park,,Active,Park,Pocket Park,12710 70 Street NW,8471,-113.4499861845064,53.58554377343941,"MULTIPOLYGON (((-113.450629040924 53.58598560859402, -113.45063041013725 53.58550597901587, -113.45063055987318 53.58545122820498, -113.4506316194392 53.58509538875493, -113.44934343956709 53.585097768382084, -113.4493421995738 53.58550824888588, -113.44934074957361 53.585992158123894, -113.44993888002897 53.585989118813174, -113.45003089081877 53.585988658453246, -113.450629040924 53.58598560859402)))"
3198,,Allard Park 1,Active,Park,Pocket Park,,1022,-113.51577314369817,53.40204731159275,"MULTIPOLYGON (((-113.51595472793609 53.4022395717215, -113.5160933271878 53.40202058403548, -113.51570403618648 53.40186505401133, -113.51567900123332 53.401855051464004, -113.51563313259354 53.401900978187314, -113.51556726686358 53.40197072620677, -113.51550716162905 53.4020423091825, -113.51545296020852 53.40211555516927, -113.51595472793609 53.4022395717215)))"
1236,Coronation Park,,Active,Park,District Activity Park,11425 142 Street NW,390514,-113.56067734003177,53.562068207007634,"MULTIPOLYGON (((-113.56153479903301 53.56447187869673, -113.56153361173311 53.56503780974265, -113.56153354088032 53.56507180694048, -113.56162542717375 53.56512671539851, -113.56528635305584 53.565124356949106, -113.56567744923998 53.565124098972525, -113.56567758213428 53.565052927118586, -113.56568128067552 53.563063298506655, -113.5656821206473 53.56138404822373, -113.56563206055213 53.56135425862109, -113.56556218972922 53.56000734840712, -113.56561015055185 53.559802718177515, -113.56560278754206 53.55966108168932, -113.56559147980839 53.559443539041375, -113.56548707052231 53.55924831902198, -113.56534744537218 53.55916522716817, -113.56517280933059 53.55906129883685, -113.56487797800364 53.55902262854752, -113.56319911817997 53.55902334888891, -113.56296917921075 53.559009698616755, -113.56110919914383 53.559010407983, -113.55932908004925 53.5590108632754, -113.55648042942258 53.5590115079759, -113.55576440916137 53.55901202837433, -113.55567255941625 53.55906680893008, -113.55567287529873 53.559624608454754, -113.55567333916358 53.56044712865651, -113.55567337919894 53.56052655842557, -113.5556751788267 53.563689388599826, -113.55576723970084 53.56374405871721, -113.56031091905389 53.563743208290056, -113.5604263502745 53.56374643793307, -113.56054075449606 53.563756136275956, -113.56065311232275 53.563772216906706, -113.56076242155302 53.56379453597012, -113.56086770620568 53.56382289489637, -113.56096802708308 53.56385704043938, -113.56106248927914 53.563896668298284, -113.56114714924747 53.56393969185804, -113.56122489005742 53.563987118256975, -113.56129507126823 53.56403855427069, -113.56135710860933 53.56409357453141, -113.56141049207412 53.56415172339111, -113.56145477680884 53.564212520279106, -113.5614895981979 53.564275460655345, -113.5615146657254 53.56434002587223, -113.5615297750888 53.56440567962411, -113.56153479903301 53.56447187869673)))"
